Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Reporting Type,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),400,Jordan,2016,-1.00,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),404,Kenya,2016,3.35,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),408,Democratic People's Republic of Korea,2016,3.36,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),410,Republic of Korea,2016,2.62,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),412,Kosovo,2016,3.24,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),414,Kuwait,2016,-0.23,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),417,Kyrgyzstan,2016,2.36,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),418,Lao People's Democratic Republic,2016,5.39,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),422,Lebanon,2016,-1.14,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),426,Lesotho,2016,2.77,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),428,Latvia,2016,2.98,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),430,Liberia,2016,-4.06,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),434,Libya,2016,-17.05,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),438,Liechtenstein,2016,1.82,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),440,Lithuania,2016,4.06,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),442,Luxembourg,2016,2.31,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),446,"China, Macao Special Administrative Region",2016,-2.60,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),450,Madagascar,2016,1.23,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),454,Malawi,2016,-0.06,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),458,Malaysia,2016,3.04,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),462,Maldives,2016,1.73,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),466,Mali,2016,5.56,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),470,Malta,2016,5.09,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),478,Mauritania,2016,1.79,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),480,Mauritius,2016,3.64,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),484,Mexico,2016,1.69,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),492,Monaco,2016,2.50,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),496,Mongolia,2016,0.07,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),498,Republic of Moldova,2016,4.53,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),499,Montenegro,2016,2.90,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),500,Montserrat,2016,0.25,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),504,Morocco,2016,1.85,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),508,Mozambique,2016,0.88,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),512,Oman,2016,-4.40,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),516,Namibia,2016,-0.73,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),520,Nauru,2016,9.43,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),524,Nepal,2016,-0.33,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),528,Netherlands,2016,1.93,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),530,Netherlands Antilles,2016,NaN,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),531,Curaçao,2016,-1.73,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),533,Aruba,2016,1.54,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),534,Sint Maarten (Dutch part),2016,-1.63,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),540,New Caledonia,2016,0.94,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),548,Vanuatu,2016,0.79,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),554,New Zealand,2016,2.77,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),558,Nicaragua,2016,3.22,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),562,Niger,2016,1.69,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),566,Nigeria,2016,-4.17,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),578,Norway,2016,0.09,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),583,Micronesia (Federated States of),2016,-0.50,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),584,Marshall Islands,2016,1.26,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),585,Palau,2016,0.46,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),586,Pakistan,2016,3.35,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),591,Panama,2016,3.18,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),598,Papua New Guinea,2016,-2.63,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),600,Paraguay,2016,2.94,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),604,Peru,2016,2.43,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),608,Philippines,2016,5.29,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),616,Poland,2016,3.19,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),620,Portugal,2016,2.44,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),624,Guinea-Bissau,2016,3.57,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),626,Timor-Leste,2016,-1.19,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),630,Puerto Rico,2016,1.70,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),634,Qatar,2016,-1.28,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),642,Romania,2016,5.48,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),643,Russian Federation,2016,0.13,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),646,Rwanda,2016,3.26,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),659,Saint Kitts and Nevis,2016,1.99,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),660,Anguilla,2016,-2.36,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),662,Saint Lucia,2016,2.63,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),670,Saint Vincent and the Grenadines,2016,1.61,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),674,San Marino,2016,1.75,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),678,Sao Tome and Principe,2016,2.66,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),682,Saudi Arabia,2016,-0.60,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),686,Senegal,2016,3.43,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),688,Serbia,2016,12.91,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),690,Seychelles,2016,3.70,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),694,Sierra Leone,2016,4.07,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),702,Singapore,2016,1.73,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),703,Slovakia,2016,2.00,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),704,Viet Nam,2016,5.12,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),705,Slovenia,2016,2.97,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),706,Somalia,2016,1.98,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),710,South Africa,2016,-1.07,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),716,Zimbabwe,2016,-0.79,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),724,Spain,2016,3.11,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),728,South Sudan,2016,-0.75,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),729,Sudan,2016,1.44,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),736,Sudan [former],2016,NaN,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),740,Suriname,2016,-6.52,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),748,Eswatini,2016,0.36,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),752,Sweden,2016,1.67,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),756,Switzerland,2016,0.71,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),760,Syrian Arab Republic,2016,-1.06,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),762,Tajikistan,2016,4.36,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),764,Thailand,2016,2.97,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),768,Togo,2016,2.93,2016,,,,,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
