Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Reporting Type,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),15,Northern Africa,2015,3.6177949435500000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),16,American Samoa,2015,86.4000000000000000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),17,Middle Africa,2015,45.7390708069486000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),18,Southern Africa,2015,15.3162257089717000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),19,Americas,2015,41.5295173822274000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),20,Andorra,2015,34.0425531914894000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),21,Northern America,2015,35.2361730299238000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),24,Angola,2015,55.6530761209593000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),28,Antigua and Barbuda,2015,19.2045454545455000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,FAO Estimate,E,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),29,Caribbean,2015,34.8083475679011000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),30,Eastern Asia,2015,22.6513863360281000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),31,Azerbaijan,2015,13.0395336486699000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),32,Argentina,2015,10.6321870580884000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),34,Southern Asia,2015,15.5228185640850000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),35,South-Eastern Asia,2015,48.9715494462733000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),36,Australia,2015,17.3248245968004000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),39,Southern Europe,2015,35.2932432414050000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),40,Austria,2015,47.0316154284260000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),44,Bahamas,2015,50.9350649350649000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),48,Bahrain,2015,0.7712082262210800,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,FAO Estimate,E,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),50,Bangladesh,2015,14.4687716063609000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),51,Armenia,2015,11.5742887249737000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),52,Barbados,2015,14.6511627906977000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),53,Australia and New Zealand,2015,17.9887492166506000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),54,Melanesia,2015,77.3022165750864000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),56,Belgium,2015,22.7642007926024000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),57,Micronesia,2015,53.1583546595094000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),60,Bermuda,2015,18.5185185185185000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,FAO Estimate,E,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),61,Polynesia,2015,47.2532874523780000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),62,Central and Southern Asia,2015,10.8473951799334000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),64,Bhutan,2015,71.2327832725556000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),68,Bolivia (Plurinational State of),2015,48.0266038955045000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),70,Bosnia and Herzegovina,2015,42.1972656250000000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,FAO Estimate,E,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),72,Botswana,2015,27.9607573271223000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),76,Brazil,2015,60.2867145082518000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),84,Belize,2015,58.4318281455502000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),86,British Indian Ocean Territory,2015,NaN,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,No data,N,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),90,Solomon Islands,2015,90.2686673812076000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),92,British Virgin Islands,2015,24.1333333333333000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,FAO Estimate,E,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),96,Brunei Darussalam,2015,72.1062618595825000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),100,Bulgaria,2015,35.3076639646279000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),104,Myanmar,2015,45.9246034176517000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),108,Burundi,2015,10.8894080996885000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),112,Belarus,2015,42.5341662643242000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),116,Cambodia,2015,50.1179469748470000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),120,Cameroon,2015,43.6218400287703000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),124,Canada,2015,38.1718071459755000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),132,Cabo Verde,2015,10.9727047146402000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),135,Caucasus and Central Asia,2015,4.1128284809252600,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),136,Cayman Islands,2015,53.0000000000000000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,FAO Estimate,E,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),140,Central African Republic,2015,36.0412854345244000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),142,Asia,2015,19.8612563171004000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),143,Central Asia,2015,3.2245775673651500,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),144,Sri Lanka,2015,33.9470578855047000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),145,Western Asia,2015,6.1861655769692600,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),148,Chad,2015,3.8834180432020300,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),150,Europe,2015,45.8907269078911000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),151,Eastern Europe,2015,47.6612201962369000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),152,Chile,2015,23.6655315440358000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),154,Northern Europe,2015,44.1434729335437000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),155,Western Europe,2015,31.8314175174691000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),156,China,2015,22.3130941846073000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),162,Christmas Island,2015,NaN,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,No data,N,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),166,Cocos (Keeling) Islands,2015,NaN,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,No data,N,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),170,Colombia,2015,54.1997836863452000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),174,Comoros,2015,18.8662009672219000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),175,Mayotte,2015,37.8074866310160000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),178,Congo,2015,64.4655929721816000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),180,Democratic Republic of the Congo,2015,58.0764076663505000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),184,Cook Islands,2015,64.9583333333333000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),188,Costa Rica,2015,57.8345084214649000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),191,Croatia,2015,34.3459614010007000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),192,Cuba,2015,30.6094981734282000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),196,Cyprus,2015,18.6915584415584000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),199,Least Developed Countries (LDCs),2015,27.3909781820261000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),202,Sub-Saharan Africa,2015,28.6651193748366000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,"Aggregate, may include official, semi-official, estimated or calculated data",NA,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),203,Czechia,2015,34.5601606009584000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),204,Benin,2015,30.0208407236609000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),208,Denmark,2015,14.8768754465349000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.1,15.1.1,AG_LND_FRST,Forest area as a proportion of total land area (%),212,Dominica,2015,63.8266666666667000,2015,,,,,"FAO, Global Forest Resources Assessment and FAOSTAT",,Official country data submitted to FAO,C,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
