Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,V11_6_2,Time_Detail,Source,FootNote,Nature,Units,Location,Reporting Type
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",807,North Macedonia,2016,33.04,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",818,Egypt,2016,79.65,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",826,United Kingdom of Great Britain and Northern Ireland,2016,10.64,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",834,United Republic of Tanzania,2016,25.09,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",840,United States of America,2016,7.55,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",858,Uruguay,2016,8.68,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",860,Uzbekistan,2016,28.85,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",703,Slovakia,2016,18.04,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",704,Viet Nam,2016,30.13,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",705,Slovenia,2016,16.40,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",706,Somalia,2016,27.98,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",728,South Sudan,2016,40.85,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",729,Sudan,2016,46.84,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",156,China,2016,50.95,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",174,Comoros,2016,18.62,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",180,Democratic Republic of the Congo,2016,37.40,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",191,Croatia,2016,17.61,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",192,Cuba,2016,21.59,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",208,Denmark,2016,10.34,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",214,Dominican Republic,2016,13.31,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",222,El Salvador,2016,23.78,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",231,Ethiopia,2016,33.97,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",232,Eritrea,2016,41.10,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",233,Estonia,2016,7.00,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",756,Switzerland,2016,10.42,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",762,Tajikistan,2016,42.85,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",764,Thailand,2016,26.58,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",780,Trinidad and Tobago,2016,22.42,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",788,Tunisia,2016,35.74,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",795,Turkmenistan,2016,24.23,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",170,Colombia,2016,17.17,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",178,Congo,2016,36.36,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",188,Costa Rica,2016,16.72,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",196,Cyprus,2016,17.12,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",242,Fiji,2016,10.49,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",250,France,2016,12.37,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",266,Gabon,2016,37.80,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",300,Greece,2016,16.41,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",308,Grenada,2016,21.77,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",324,Guinea,2016,22.24,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",332,Haiti,2016,14.72,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",340,Honduras,2016,21.46,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",348,Hungary,2016,16.27,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",356,India,2016,67.98,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",364,Iran (Islamic Republic of),2016,34.39,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",203,Czechia,2016,15.59,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",204,Benin,2016,30.40,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",212,Dominica,2016,18.79,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",218,Ecuador,2016,15.54,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",226,Equatorial Guinea,2016,49.12,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",246,Finland,2016,6.52,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",262,Djibouti,2016,40.97,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",268,Georgia,2016,24.01,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",270,Gambia,2016,32.32,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",276,Germany,2016,11.94,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",288,Ghana,2016,31.07,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",296,Kiribati,2016,10.95,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",320,Guatemala,2016,24.23,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",328,Guyana,2016,21.62,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",352,Iceland,2016,5.87,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",360,Indonesia,2016,16.44,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",368,Iraq,2016,60.08,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",882,Samoa,2016,10.88,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",894,Zambia,2016,23.81,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",372,Ireland,2016,8.67,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",376,Israel,2016,19.35,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",384,Côte d'Ivoire,2016,23.90,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",380,Italy,2016,15.73,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",388,Jamaica,2016,13.65,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",804,Ukraine,2016,19.41,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",854,Burkina Faso,2016,36.33,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",862,Venezuela (Bolivarian Republic of),2016,16.83,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",887,Yemen,2016,44.30,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",392,Japan,2016,11.84,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
