Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,V11_6_2,Time_Detail,Source,FootNote,Nature,Units,Location,Reporting Type
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",624,Guinea-Bissau,2016,26.49,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",626,Timor-Leste,2016,18.24,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",634,Qatar,2016,91.66,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",642,Romania,2016,15.35,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",643,Russian Federation,2016,14.73,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",52,Barbados,2016,22.35,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",68,Bolivia (Plurinational State of),2016,23.33,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",70,Bosnia and Herzegovina,2016,29.74,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",32,Argentina,2016,11.68,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",40,Austria,2016,13.10,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",48,Bahrain,2016,69.01,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",50,Bangladesh,2016,58.62,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",56,Belgium,2016,12.98,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",64,Bhutan,2016,35.45,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",72,Botswana,2016,20.88,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",90,Solomon Islands,2016,11.47,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",100,Bulgaria,2016,20.80,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",108,Burundi,2016,35.64,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",116,Cambodia,2016,24.93,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",124,Canada,2016,6.72,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",132,Cabo Verde,2016,31.65,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",140,Central African Republic,2016,51.20,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",148,Chad,2016,50.76,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",659,Saint Kitts and Nevis,2016,12.32,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",674,San Marino,2016,13.45,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",682,Saudi Arabia,2016,86.73,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",690,Seychelles,2016,18.63,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",710,South Africa,2016,24.27,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",716,Zimbabwe,2016,19.14,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",76,Brazil,2016,11.82,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",84,Belize,2016,20.89,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",96,Brunei Darussalam,2016,5.78,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",104,Myanmar,2016,34.61,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",112,Belarus,2016,19.35,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",120,Cameroon,2016,65.36,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",586,Pakistan,2016,56.18,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",604,Peru,2016,29.04,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",620,Portugal,2016,8.11,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",646,Rwanda,2016,40.71,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",662,Saint Lucia,2016,21.25,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",670,Saint Vincent and the Grenadines,2016,21.38,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",678,Sao Tome and Principe,2016,25.16,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",686,Senegal,2016,39.75,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",688,Serbia,2016,24.70,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",694,Sierra Leone,2016,20.60,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",702,Singapore,2016,18.26,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",144,Sri Lanka,2016,15.09,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",152,Chile,2016,23.10,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",724,Spain,2016,9.76,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",740,Suriname,2016,25.82,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",748,Eswatini,2016,16.16,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",752,Sweden,2016,6.14,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",760,Syrian Arab Republic,2016,37.40,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",768,Togo,2016,31.22,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",776,Tonga,2016,10.21,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",784,United Arab Emirates,2016,37.23,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",792,Turkey,2016,41.20,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
11,11.6,11.6.2,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",800,Uganda,2016,48.73,2016,http://apps.who.int/gho/data/node.sdg.11-6,,E,mgr/m^3,URBAN,G
